question,url_m,link,url_b
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_04.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_04.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_05.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_05.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_06.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_06.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_07.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_07.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_08.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_08.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_09.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_09.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_10.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_10.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_01.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_01.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_02.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_02.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_03.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_03.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_04.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_04.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_05.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_05.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_06.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_06.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_07.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_07.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_08.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_08.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_09.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_09.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_10.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_10.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_01.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_01.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_02.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_02.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_03.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_03.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_04.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_04.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_05.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_05.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_06.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_06.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_07.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_07.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_08.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_08.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_09.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_09.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_10.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_10.png,http://35.202.141.29/data/coral_orthomosaic_data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_10.png
