question,url_m,link,url_b
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_02.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_02.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_03.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_03.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_04.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_04.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_05.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_05.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_06.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_06.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_07.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_07.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_08.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_08.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_09.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_09.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_10.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_10.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_05_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_01.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_01.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_02.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_02.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_03.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_03.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_04.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_04.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_05.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_05.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_06.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_06.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_07.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_07.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_08.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_08.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_09.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_09.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_10.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_10.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_06_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_01.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_01.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_02.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_02.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_03.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_03.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_04.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_04.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_05.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_05.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_06.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_06.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_07.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_07.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_08.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_08.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_09.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_09.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_10.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_10.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_07_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_01.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_01.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_02.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_02.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_03.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_03.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_04.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_04.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_05.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_05.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_06.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_06.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_07.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_07.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_08.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_08.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_09.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_09.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_10.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_10.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_08_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_01.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_01.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_02.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_02.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_03.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_03.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_04.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_04.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_05.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_05.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_06.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_06.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_07.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_07.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_08.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_08.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_09.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_09.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_10.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_10.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_09_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_01.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_01.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_02.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_02.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_03.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_03.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_04.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_04.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_05.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_05.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_06.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_06.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_07.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_07.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_08.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_08.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_09.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_09.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_10.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_10.png,http://35.202.141.29/data/CUR_2015_CSA_120/CUR_2015_CSA_120_10_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_01.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_01.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_02.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_02.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_03.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_03.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_04.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_04.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_05.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_05.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_06.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_06.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_07.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_07.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_08.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_08.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_09.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_09.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_10.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_10.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_01_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_01.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_01.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_02.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_02.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_03.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_03.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_04.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_04.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_05.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_05.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_06.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_06.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_07.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_07.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_08.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_08.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_09.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_09.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_10.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_10.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_02_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_01.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_01.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_02.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_02.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_03.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_03.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_04.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_04.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_05.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_05.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_06.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_06.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_07.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_07.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_08.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_08.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_09.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_09.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_10.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_10.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_03_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_01.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_01.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_02.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_02.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_03.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_03.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_04.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_04.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_05.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_05.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_06.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_06.png,http://35.202.141.29/data/CUR_2015_CSA_142/CUR_2015_CSA_142_04_06.png
