question,url_m,link,url_b
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_02.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_02.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_03.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_03.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_04.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_04.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_05.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_05.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_06.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_06.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_07.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_07.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_08.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_08.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_09.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_09.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_10.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_10.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_02_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_02.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_02.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_03.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_03.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_04.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_04.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_05.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_05.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_06.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_06.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_07.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_07.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_08.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_08.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_09.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_09.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_10.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_10.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_03_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_02.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_02.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_03.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_03.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_04.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_04.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_05.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_05.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_06.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_06.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_07.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_07.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_08.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_08.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_09.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_09.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_10.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_10.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_04_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_02.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_02.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_03.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_03.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_04.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_04.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_05.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_05.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_06.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_06.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_07.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_07.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_08.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_08.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_09.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_09.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_10.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_10.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_05_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_02.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_02.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_03.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_03.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_04.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_04.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_05.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_05.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_06.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_06.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_07.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_07.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_08.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_08.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_09.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_09.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_10.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_10.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_06_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_02.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_02.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_03.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_03.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_04.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_04.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_05.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_05.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_06.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_06.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_07.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_07.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_08.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_08.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_09.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_09.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_10.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_10.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_07_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_02.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_02.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_03.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_03.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_04.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_04.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_05.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_05.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_06.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_06.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_07.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_07.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_08.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_08.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_09.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_09.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_10.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_10.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_08_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_01.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_02.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_02.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_02.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_03.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_03.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_03.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_04.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_04.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_04.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_05.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_05.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_05.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_06.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_06.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_06.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_07.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_07.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_07.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_08.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_08.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_08.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_09.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_09.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_09.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_10.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_10.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_09_10.png
Trace the individual coral species in this photo.,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_01.png,http://35.202.141.29/data/CUR_2014_Seaquarium/CUR_2014_Seaquarium_10_01.png
